01-06-15,0
02-06-15,0
03-06-15,1
04-06-15,1
05-06-15,1
06-06-15,1
07-06-15,1
08-06-15,0
09-06-15,0
10-06-15,0
11-06-15,0
12-06-15,0
13-06-15,0
14-06-15,0
15-06-15,0
16-06-15,0
17-06-15,0
18-06-15,0
19-06-15,0
20-06-15,0
21-06-15,0
22-06-15,0
23-06-15,0
24-06-15,0
25-06-15,0
26-06-15,0
27-06-15,0
28-06-15,0
29-06-15,0
30-06-15,0
01-07-15,0
02-07-15,0
03-07-15,0
04-07-15,0
05-07-15,0
06-07-15,0
07-07-15,1
08-07-15,1
09-07-15,1
10-07-15,1
11-07-15,1
12-07-15,0
13-07-15,0
14-07-15,0
15-07-15,0
16-07-15,0
17-07-15,0
18-07-15,0
19-07-15,0
20-07-15,0
21-07-15,0
22-07-15,0
23-07-15,0
24-07-15,0
25-07-15,0
26-07-15,0
27-07-15,0
28-07-15,0
29-07-15,0
30-07-15,0
31-07-15,0
01-08-15,0
02-08-15,0
03-08-15,0
04-08-15,0
05-08-15,1
06-08-15,1
07-08-15,1
08-08-15,1
09-08-15,1
10-08-15,0
11-08-15,0
12-08-15,0
13-08-15,0
14-08-15,0
15-08-15,0
16-08-15,0
17-08-15,0
18-08-15,0
19-08-15,0
20-08-15,0
21-08-15,0
22-08-15,0
23-08-15,0
24-08-15,0
25-08-15,0
26-08-15,0
27-08-15,0
28-08-15,0
29-08-15,0
30-08-15,0
31-08-15,0
01-09-15,0
02-09-15,0
03-09-15,0
04-09-15,0
05-09-15,1
06-09-15,1
07-09-15,1
08-09-15,1
09-09-15,1
10-09-15,0
11-09-15,0
12-09-15,0
13-09-15,0
14-09-15,0
15-09-15,0
16-09-15,0
17-09-15,0
18-09-15,0
19-09-15,0
20-09-15,0
21-09-15,0
22-09-15,0
23-09-15,0
24-09-15,0
25-09-15,0
26-09-15,0
27-09-15,0
28-09-15,0
29-09-15,0
30-09-15,0
01-10-15,0
02-10-15,0
03-10-15,0
04-10-15,0
05-10-15,0
06-10-15,0
07-10-15,0
08-10-15,1
09-10-15,1
10-10-15,1
11-10-15,1
12-10-15,1
13-10-15,1
14-10-15,0
15-10-15,0
16-10-15,0
17-10-15,0
18-10-15,0
19-10-15,0
20-10-15,0
21-10-15,0
22-10-15,0
23-10-15,0
24-10-15,0
25-10-15,0
26-10-15,0
27-10-15,0
28-10-15,0
29-10-15,0
30-10-15,0
31-10-15,0
01-11-15,0
02-11-15,0
03-11-15,0
04-11-15,0
05-11-15,0
06-11-15,0
07-11-15,1
08-11-15,1
09-11-15,1
10-11-15,1
11-11-15,1
12-11-15,1
13-11-15,0
14-11-15,0
15-11-15,0
16-11-15,0
17-11-15,0
18-11-15,0
19-11-15,0
20-11-15,0
21-11-15,0
22-11-15,0
23-11-15,0
24-11-15,0
25-11-15,0
26-11-15,0
27-11-15,0
28-11-15,0
29-11-15,0
30-11-15,0
01-12-15,0
02-12-15,0
03-12-15,0
04-12-15,0
05-12-15,0
06-12-15,0
07-12-15,0
08-12-15,1
09-12-15,1
10-12-15,1
11-12-15,1
12-12-15,1
13-12-15,1
14-12-15,0
15-12-15,0
